[2025-11-29T01:19:18.012Z] [info] 2025-11-29T01:19:18.012Z | INFO : Navigating to route name: SupportRequest | raw: ["Navigating to route name: SupportRequest"]
[2025-11-29T01:15:02.139Z] [debug] 2025-11-29T01:15:02.139Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in Encounter table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in Encounter table: 6 records found"]
[2025-11-29T01:15:02.128Z] [debug] 2025-11-29T01:15:02.128Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T01:15:02.122Z] [debug] 2025-11-29T01:15:02.122Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T01:15:02.114Z] [debug] 2025-11-29T01:15:02.114Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T01:15:02.108Z] [debug] 2025-11-29T01:15:02.108Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T01:15:02.100Z] [debug] 2025-11-29T01:15:02.100Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T01:15:02.092Z] [debug] 2025-11-29T01:15:02.092Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T01:15:02.074Z] [debug] 2025-11-29T01:15:02.074Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T01:15:02.053Z] [debug] 2025-11-29T01:15:02.053Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T01:15:02.046Z] [debug] 2025-11-29T01:15:02.046Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T01:15:02.039Z] [debug] 2025-11-29T01:15:02.039Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T01:15:01.999Z] [debug] 2025-11-29T01:15:01.999Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T01:15:01.953Z] [debug] 2025-11-29T01:15:01.953Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T01:15:01.894Z] [debug] 2025-11-29T01:15:01.894Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T01:15:01.887Z] [debug] 2025-11-29T01:15:01.887Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T01:15:01.869Z] [debug] 2025-11-29T01:15:01.869Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T01:15:01.857Z] [debug] 2025-11-29T01:15:01.857Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T01:15:01.846Z] [debug] 2025-11-29T01:15:01.846Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T01:15:01.824Z] [debug] 2025-11-29T01:15:01.824Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T01:15:01.814Z] [debug] 2025-11-29T01:15:01.814Z | DEBUG : [Database] Finished retrieving all records in Encounter table | raw: ["[Database] Finished retrieving all records in Encounter table"]
[2025-11-29T01:15:01.808Z] [debug] 2025-11-29T01:15:01.808Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in Encounter table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in Encounter table: 6 records found"]
[2025-11-29T01:15:01.801Z] [debug] 2025-11-29T01:15:01.801Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T01:15:01.793Z] [debug] 2025-11-29T01:15:01.793Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T01:15:01.763Z] [debug] 2025-11-29T01:15:01.763Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T01:15:01.755Z] [debug] 2025-11-29T01:15:01.755Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T01:15:01.747Z] [debug] 2025-11-29T01:15:01.747Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T01:15:01.739Z] [debug] 2025-11-29T01:15:01.739Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T01:15:01.718Z] [debug] 2025-11-29T01:15:01.718Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T01:15:01.687Z] [debug] 2025-11-29T01:15:01.687Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T01:15:01.676Z] [debug] 2025-11-29T01:15:01.676Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T01:15:01.667Z] [debug] 2025-11-29T01:15:01.667Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T01:15:01.653Z] [debug] 2025-11-29T01:15:01.653Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T01:15:01.647Z] [debug] 2025-11-29T01:15:01.647Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T01:15:01.637Z] [debug] 2025-11-29T01:15:01.637Z | DEBUG : [Navigation] Current route name: Calendar | raw: ["[Navigation] Current route name:","Calendar"]
[2025-11-29T01:15:01.621Z] [debug] 2025-11-29T01:15:01.621Z | DEBUG : [Navigation] Previous route name: Calendar | raw: ["[Navigation] Previous route name:","Calendar"]
[2025-11-29T01:15:01.567Z] [debug] 2025-11-29T01:15:01.567Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T01:15:01.560Z] [debug] 2025-11-29T01:15:01.560Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T01:15:01.545Z] [debug] 2025-11-29T01:15:01.545Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T01:15:01.539Z] [debug] 2025-11-29T01:15:01.539Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T01:15:01.533Z] [debug] 2025-11-29T01:15:01.533Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T01:15:01.527Z] [debug] 2025-11-29T01:15:01.527Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T01:15:01.516Z] [debug] 2025-11-29T01:15:01.515Z | DEBUG : [Database] Finished retrieving all records in Encounter table | raw: ["[Database] Finished retrieving all records in Encounter table"]
[2025-11-29T01:15:01.508Z] [debug] 2025-11-29T01:15:01.508Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in Encounter table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in Encounter table: 6 records found"]
[2025-11-29T01:15:01.499Z] [debug] 2025-11-29T01:15:01.499Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T01:15:01.492Z] [debug] 2025-11-29T01:15:01.492Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T01:15:01.485Z] [debug] 2025-11-29T01:15:01.485Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T01:15:01.448Z] [debug] 2025-11-29T01:15:01.448Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T01:15:01.441Z] [debug] 2025-11-29T01:15:01.441Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T01:15:01.432Z] [debug] 2025-11-29T01:15:01.432Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T01:15:01.420Z] [debug] 2025-11-29T01:15:01.420Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T01:15:01.414Z] [debug] 2025-11-29T01:15:01.414Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T01:15:01.407Z] [debug] 2025-11-29T01:15:01.406Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T01:15:01.396Z] [debug] 2025-11-29T01:15:01.396Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T01:15:01.388Z] [debug] 2025-11-29T01:15:01.388Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T01:15:01.372Z] [debug] 2025-11-29T01:15:01.372Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T01:15:01.354Z] [debug] 2025-11-29T01:15:01.354Z | DEBUG : [Root] Rendering RootStack.Navigator with initialRouteName: BottomTabs | raw: ["[Root] Rendering RootStack.Navigator with initialRouteName:","BottomTabs"]
[2025-11-29T01:15:01.347Z] [info] 2025-11-29T01:15:01.347Z | INFO : [AutoBackup] hook mounted | raw: ["[AutoBackup] hook mounted"]
[2025-11-29T01:15:01.301Z] [debug] 2025-11-29T01:15:01.301Z | DEBUG : [Navigation] Current route name: Calendar | raw: ["[Navigation] Current route name:","Calendar"]
[2025-11-29T01:15:01.292Z] [debug] 2025-11-29T01:15:01.292Z | DEBUG : [Navigation] Previous route name: Calendar | raw: ["[Navigation] Previous route name:","Calendar"]
[2025-11-29T01:15:01.282Z] [debug] 2025-11-29T01:15:01.282Z | DEBUG : [NavProvider] onReady(): no queued waiters to resolve | raw: ["[NavProvider] onReady(): no queued waiters to resolve"]
[2025-11-29T01:15:01.272Z] [debug] 2025-11-29T01:15:01.272Z | DEBUG : [NavProvider] onReady(): Navigation is ready, current route: Calendar | raw: ["[NavProvider] onReady(): Navigation is ready, current route:","Calendar"]
[2025-11-29T01:15:01.028Z] [debug] 2025-11-29T01:15:01.028Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T01:15:01.007Z] [debug] 2025-11-29T01:15:01.007Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T01:15:00.965Z] [debug] 2025-11-29T01:15:00.965Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T01:15:00.959Z] [debug] 2025-11-29T01:15:00.959Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T01:15:00.950Z] [debug] 2025-11-29T01:15:00.950Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T01:15:00.936Z] [debug] 2025-11-29T01:15:00.936Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T01:15:00.924Z] [debug] 2025-11-29T01:15:00.924Z | DEBUG : [Database] Finished retrieving all records in Encounter table | raw: ["[Database] Finished retrieving all records in Encounter table"]
[2025-11-29T01:15:00.917Z] [debug] 2025-11-29T01:15:00.917Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in Encounter table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in Encounter table: 6 records found"]
[2025-11-29T01:15:00.909Z] [debug] 2025-11-29T01:15:00.909Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T01:15:00.903Z] [debug] 2025-11-29T01:15:00.903Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
